CV_ID,Date,Plate.x,Bucket#.x,sal.treat.x,TA.treat.x,SA.mm2,SA.mm2.SE,SA.mm2.1,date.numb,notes.x,SA.start,grow.ratio,grow.perc,dps,mm2.diff.start,pixel ratio_original,pixels measured,pixel ratio_MEDIAN,pixel ratio_SE,Diff_time,Diff_growth,Net_growth,incr_growth,Plate.y,Bucket#.y,sal.treat.y,TA.treat.y,tare boat (mg),shell+gut+boat (mg),boat+gut (mg),notes.y,post muff,post muff.2,gut.wt,shell.wt,orgC.shell.wt,%oc.ic.shell,code,CI,bucket,med.ta,med.S,med.pH,rank.size,prob.size,rank.growth.net,prob.growth.net,rank.growth.inc,prob.growth.inc
550,7/25/2022,12,8,amb,1000,134.239,11255.71735,134.239,2459786,NA,134.239,1,100,0,0,14.557,1954.117123,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,61.4877,316.4249,66.9574,NA,306.812,NA,5.4697,310.9552,4.1432,1.332410585,0,0.017589994,8,842.8854344,34.1,7.94,55,0.670731707,,,,
546,7/25/2022,12,8,amb,1000,142.932,11984.61097,142.932,2459786,NA,142.932,1,100,0,0,14.557,2080.661124,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,57.0762,447.0288,63.5401,NA,435.4652,NA,6.4639,440.5649,5.0997,1.157536608,0,0.014671845,8,842.8854344,34.1,7.94,56,0.682926829,,,,
562,7/25/2022,12,8,amb,1000,153.347,12857.89143,153.347,2459786,NA,153.347,1,100,0,0,14.557,2232.272279,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,52.931,385.2644,59.4872,NA,373.6971,NA,6.5562,378.7082,5.0111,1.32320874,0,0.01731201,8,842.8854344,34.1,7.94,59,0.719512195,,,,
552,7/25/2022,12,8,amb,1000,158.963,13328.78371,158.963,2459786,NA,158.963,1,100,0,0,14.557,2314.024391,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,62.5484,447.2548,69.4971,NA,433.7914,NA,6.9487,440.3061,6.5147,1.479584316,0,0.015781521,8,842.8854344,34.1,7.94,60,0.731707317,,,,
563,7/25/2022,12,8,amb,1000,160.883,13489.77253,160.883,2459786,NA,160.883,1,100,0,0,14.557,2341.973831,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,54.3801,507.619,63.3419,NA,493.6144,NA,8.9618,498.6572,5.0428,1.011275883,0,0.017971865,8,842.8854344,34.1,7.94,62,0.756097561,,,,
548,7/25/2022,12,8,amb,1000,164.324,13778.29467,164.324,2459786,NA,164.324,1,100,0,0,14.557,2392.064468,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,61.239,423.3743,68.7819,NA,411.5466,NA,7.5429,415.8314,4.2848,1.030417616,0,0.018139323,8,842.8854344,34.1,7.94,63,0.768292683,,,,
553,7/25/2022,12,8,amb,1000,171.294,14362.7176,171.294,2459786,NA,171.294,1,100,0,0,14.557,2493.526758,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,54.6253,645.178,64.6789,NA,627.3225,NA,10.0536,635.1244,7.8019,1.228405018,0,0.01582934,8,842.8854344,34.1,7.94,66,0.804878049,,,,
576,7/25/2022,12,8,amb,1000,182.539,15305.59218,182.539,2459786,NA,182.539,1,100,0,0,14.557,2657.220223,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,59.2979,560.4478,68.0786,NA,545.7546,NA,8.7807,551.6671,5.9125,1.071751424,0,0.015916664,8,842.8854344,34.1,7.94,69,0.841463415,,,,
568,7/25/2022,12,8,amb,1000,197.867,16590.81954,197.867,2459786,NA,197.867,1,100,0,0,14.557,2880.349919,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,80.5877,550.402,90.8824,NA,534.9605,NA,10.2947,540.1073,5.1468,0.952921762,0,0.019060472,8,842.8854344,34.1,7.94,72,0.87804878,,,,
587,7/25/2022,12,8,amb,1000,197.938,16596.77278,197.938,2459786,NA,197.938,1,100,0,0,14.557,2881.383466,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,62.5042,590.1345,70.1738,NA,573.4566,NA,7.6696,582.4649,9.0083,1.546582464,0,0.013167489,8,842.8854344,34.1,7.94,73,0.890243902,,,,
585,7/25/2022,12,8,amb,1000,198.141,16613.79399,198.141,2459786,NA,198.141,1,100,0,0,14.557,2884.338537,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,70.1061,551.0059,80.3196,NA,534.7266,NA,10.2135,540.7924,6.0658,1.121650378,0,0.018886175,8,842.8854344,34.1,7.94,74,0.902439024,,,,
540,7/25/2022,12,8,amb,1000,219.82,18431.54216,219.82,2459786,NA,219.82,1,100,0,0,14.557,3199.91974,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,62.3741,713.9768,76.1477,NA,692.359,NA,13.7736,700.2032,7.8442,1.1202748,0,0.019670861,8,842.8854344,34.1,7.94,78,0.951219512,,,,
572,7/25/2022,12,8,amb,1000,263.179,22067.12234,263.179,2459786,NA,263.179,1,100,0,0,14.557,3831.096703,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,67.5285,946.8125,84.166,NA,916.7334,NA,16.6375,930.175,13.4416,1.445061413,0,0.017886419,8,842.8854344,34.1,7.94,79,0.963414634,,,,
558,7/25/2022,12,8,amb,1000,367.344,30801.18471,367.344,2459786,NA,367.344,1,100,0,0,14.557,5347.426608,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,69.6588,1157.0493,92.2989,NA,1121.4619,NA,22.6401,1134.4092,12.9473,1.14132537,0,0.019957613,8,842.8854344,34.1,7.94,81,0.987804878,,,,
573,7/25/2022,12,8,amb,1000,108.407,9089.747023,108.407,2459786,NA,108.407,1,100,0,0,14.557,1578.080699,14.557,0.173611069,NA,NA,,NA,12,8,amb,1000,66.5855,278.5561,71.3002,NA,270.3607,NA,4.7147,273.8414,3.4807,1.2710642,0,0.0172169,8,842.8854344,34.1,7.94,36,0.43902439,,,,
539,7/25/2022,11,3,amb,1000,60.1396573,27727.07966,60.135,2459786,NA,60.135,1,100,0,0,14.2043,854.1755805,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,68.4839,197.0723,70.3204,NA,193.874,NA,1.8365,195.2358,1.3618,0.697515517,0,0.009406574,3,874.7295903,34.125,7.95,1,0.012195122,,,,
513,7/25/2022,11,3,amb,1000,62.16681428,28661.68996,62.162,2459786,NA,62.162,1,100,0,0,14.2043,882.9676966,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,80.5022,201.6758,82.3686,NA,197.6588,NA,1.8664,199.8094,2.1506,1.076325738,0,0.009340902,3,874.7295903,34.125,7.95,2,0.024390244,,,,
533,7/25/2022,11,3,amb,1000,70.35044803,32434.71221,70.345,2459786,NA,70.345,1,100,0,0,14.2043,999.2014835,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,50.8327,198.3044,53.9701,NA,192.8109,NA,3.1374,195.167,2.3561,1.207222532,0,0.016075464,3,874.7295903,34.125,7.95,4,0.048780488,,,,
500,7/25/2022,11,3,amb,1000,74.15274249,34187.74051,74.147,2459786,NA,74.147,1,100,0,0,14.2043,1053.206232,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,73.907,205.9371,76.4238,NA,201.3222,NA,2.5168,203.4203,2.0981,1.031411319,0,0.012372413,3,874.7295903,34.125,7.95,7,0.085365854,,,,
498,7/25/2022,11,3,amb,1000,77.28998544,35634.15023,77.284,2459786,NA,77.284,1,100,0,0,14.2043,1097.765121,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,57.1968,195.377,60.1989,NA,190.1236,NA,3.0021,192.3749,2.2513,1.170267015,0,0.015605466,3,874.7295903,34.125,7.95,11,0.134146341,,,,
499,7/25/2022,11,3,amb,1000,83.44146182,38470.25678,83.435,2459786,NA,83.435,1,100,0,0,14.2043,1185.135771,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,65.7228,269.8531,70.1201,NA,262.514,NA,4.3973,265.4558,2.9418,1.108207091,0,0.016565093,3,874.7295903,34.125,7.95,16,0.195121951,,,,
535,7/25/2022,11,3,amb,1000,83.50046639,38497.46053,83.494,2459786,NA,83.494,1,100,0,0,14.2043,1185.973824,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,49.2424,191.9678,52.4233,NA,186.3319,NA,3.1809,188.7869,2.455,1.300408026,0,0.016849156,3,874.7295903,34.125,7.95,17,0.207317073,,,,
495,7/25/2022,11,3,amb,1000,83.77848792,38625.64093,83.772,2459786,NA,83.772,1,100,0,0,14.2043,1189.92262,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,70.1574,276.8406,73.4286,NA,270.3816,NA,3.2712,273.5694,3.1878,1.165261904,0,0.011957478,3,874.7295903,34.125,7.95,18,0.219512195,,,,
506,7/25/2022,11,3,amb,1000,87.93180956,40540.5085,87.925,2459786,NA,87.925,1,100,0,0,14.2043,1248.913078,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,53.7149,202.7128,56.1079,NA,197.7233,NA,2.393,200.3198,2.5965,1.296177412,0,0.011945899,3,874.7295903,34.125,7.95,21,0.256097561,,,,
497,7/25/2022,11,3,amb,1000,89.1759059,41114.09272,89.169,2459786,NA,89.169,1,100,0,0,14.2043,1266.583227,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,50.1845,242.0024,54.3392,NA,235.2491,NA,4.1547,237.8477,2.5986,1.092547878,0,0.017467901,3,874.7295903,34.125,7.95,22,0.268292683,,,,
518,7/25/2022,11,3,amb,1000,91.59509325,42229.44661,91.588,2459786,NA,91.588,1,100,0,0,14.2043,1300.943428,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,73.1793,273.1734,76.5969,NA,266.8895,NA,3.4176,269.7558,2.8663,1.062553613,0,0.012669236,3,874.7295903,34.125,7.95,23,0.280487805,,,,
508,7/25/2022,11,3,amb,1000,92.62617309,42704.82067,92.619,2459786,NA,92.619,1,100,0,0,14.2043,1315.588062,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,52.1489,260.0084,55.754,NA,253.2022,NA,3.6051,256.4033,3.2011,1.248462871,0,0.014060271,3,874.7295903,34.125,7.95,24,0.292682927,,,,
507,7/25/2022,11,3,amb,1000,92.64117426,42711.73687,92.634,2459786,NA,92.634,1,100,0,0,14.2043,1315.801126,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,58.0193,234.977,61.8731,NA,228.8085,NA,3.8538,231.1232,2.3147,1.001500498,0,0.016674224,3,874.7295903,34.125,7.95,25,0.304878049,,,,
529,7/25/2022,11,3,amb,1000,97.75157001,45067.85855,97.744,2459786,NA,97.744,1,100,0,0,14.2043,1388.385099,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,51.8925,244.3212,56.3122,NA,235.4617,NA,4.4197,239.9015,4.4398,1.850676215,0,0.018422978,3,874.7295903,34.125,7.95,27,0.329268293,,,,
512,7/25/2022,11,3,amb,1000,98.16760223,45259.66807,98.16,2459786,NA,98.16,1,100,0,0,14.2043,1394.294088,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,59.1483,269.2539,63.3266,NA,262.3306,NA,4.1783,265.0756,2.745,1.035553631,0,0.015762673,3,874.7295903,34.125,7.95,28,0.341463415,,,,
527,7/25/2022,11,3,amb,1000,98.63863871,45476.83701,98.631,2459786,NA,98.631,1,100,0,0,14.2043,1400.984313,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,48.4064,271.564,53.2095,NA,263.2362,NA,4.8031,266.7609,3.5247,1.321295587,0,0.018005262,3,874.7295903,34.125,7.95,29,0.353658537,,,,
528,7/25/2022,11,3,amb,1000,98.82165288,45561.21475,98.814,2459786,NA,98.814,1,100,0,0,14.2043,1403.5837,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,66.0648,289.2384,69.9933,NA,281.9327,NA,3.9285,285.3099,3.3772,1.183695343,0,0.013769238,3,874.7295903,34.125,7.95,30,0.365853659,,,,
524,7/25/2022,11,3,amb,1000,99.23868518,45753.48535,99.231,2459786,NA,99.231,1,100,0,0,14.2043,1409.506893,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,57.3542,247.578,61.5491,NA,240.6052,NA,4.1949,243.3831,2.7779,1.141369306,0,0.01723579,3,874.7295903,34.125,7.95,31,0.37804878,,,,
510,7/25/2022,11,3,amb,1000,102.6439489,47323.46467,102.636,2459786,NA,102.636,1,100,0,0,14.2043,1457.872535,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,50.478,208.7425,53.1655,NA,202.6806,NA,2.6875,206.055,3.3744,1.637621024,0,0.013042634,3,874.7295903,34.125,7.95,34,0.414634146,,,,
516,7/25/2022,11,3,amb,1000,105.11214,48461.4115,105.104,2459786,NA,105.104,1,100,0,0,14.2043,1492.928747,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,75.1242,380.9618,79.2839,NA,370.6653,NA,4.1597,376.8021,6.1368,1.628653343,0,0.011039482,3,874.7295903,34.125,7.95,35,0.426829268,,,,
502,7/25/2022,11,3,amb,1000,109.4544763,50463.4233,109.446,2459786,NA,109.446,1,100,0,0,14.2043,1554.603818,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,65.6841,338.0316,71.8655,NA,327.9309,NA,6.1814,331.8502,3.9193,1.181044941,0,0.018627079,3,874.7295903,34.125,7.95,38,0.463414634,,,,
521,7/25/2022,11,3,amb,1000,118.2171549,54503.41119,118.208,2459786,NA,118.208,1,100,0,0,14.2043,1679.061894,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,59.5944,349.4283,66.521,NA,337.9769,NA,6.9266,342.5017,4.5248,1.321102932,0,0.020223549,3,874.7295903,34.125,7.95,39,0.475609756,,,,
519,7/25/2022,11,3,amb,1000,119.2332336,54971.86905,119.224,2459786,NA,119.224,1,100,0,0,14.2043,1693.493463,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,69.797,366.8898,75.952,NA,356.9582,NA,6.155,360.7348,3.7766,1.046918678,0,0.017062396,3,874.7295903,34.125,7.95,40,0.487804878,,,,
515,7/25/2022,11,3,amb,1000,121.4884082,56011.60571,121.479,2459786,NA,121.479,1,100,0,0,14.2043,1725.52416,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,68.1422,341.8207,73.3245,NA,331.8317,NA,5.1823,336.6384,4.8067,1.427852556,0,0.015394263,3,874.7295903,34.125,7.95,42,0.512195122,,,,
522,7/25/2022,11,3,amb,1000,121.5684144,56048.49216,121.559,2459786,NA,121.559,1,100,0,0,14.2043,1726.660504,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,59.6925,380.8757,64.4096,NA,371.8133,NA,4.7171,376.1586,4.3453,1.15517763,0,0.012540189,3,874.7295903,34.125,7.95,43,0.524390244,,,,
494,7/25/2022,11,3,amb,1000,122.4704843,56464.38683,122.461,2459786,NA,122.461,1,100,0,0,14.2043,1739.472782,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,59.7955,346.3431,67.2804,NA,335.2692,NA,7.4849,338.8582,3.589,1.059145094,0,0.02208859,3,874.7295903,34.125,7.95,44,0.536585366,,,,
532,7/25/2022,11,3,amb,1000,125.0076808,57634.14822,124.998,2459786,NA,124.998,1,100,0,0,14.2043,1775.509091,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,58.6353,392.5947,65.1951,NA,381.4685,NA,6.5598,386.0349,4.5664,1.18289823,0,0.016992764,3,874.7295903,34.125,7.95,45,0.548780488,,,,
531,7/25/2022,11,3,amb,1000,125.0426835,57650.28604,125.033,2459786,NA,125.033,1,100,0,0,14.2043,1776.006242,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,52.5375,358.9107,57.4471,NA,349.2745,NA,4.9096,354.0011,4.7266,1.335193591,0,0.013868883,3,874.7295903,34.125,7.95,46,0.56097561,,,,
503,7/25/2022,11,3,amb,1000,125.4837176,57853.62256,125.474,2459786,NA,125.474,1,100,0,0,14.2043,1782.270338,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,72.3666,334.9623,77.3088,NA,325.8349,NA,4.9422,330.0201,4.1852,1.268165181,0,0.014975451,3,874.7295903,34.125,7.95,47,0.573170732,,,,
534,7/25/2022,11,3,amb,1000,125.8157433,58006.70131,125.806,2459786,NA,125.806,1,100,0,0,14.2043,1786.986166,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,65.3105,378.2911,71.3611,NA,367.4615,NA,6.0506,372.2405,4.779,1.283847405,0,0.016254545,3,874.7295903,34.125,7.95,48,0.585365854,,,,
523,7/25/2022,11,3,amb,1000,132.4282554,61055.36599,132.418,2459786,NA,132.418,1,100,0,0,14.2043,1880.904997,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,58.533,291.8774,65.1672,NA,282.28,NA,6.6342,285.2432,2.9632,1.038832828,0,0.023258048,3,874.7295903,34.125,7.95,52,0.634146341,,,,
511,7/25/2022,11,3,amb,1000,143.6601252,66233.7618,143.649,2459786,NA,143.649,1,100,0,0,14.2043,2040.433491,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,66.1419,416.2166,71.9161,NA,405.4476,NA,5.7742,410.4424,4.9948,1.216930804,0,0.014068235,3,874.7295903,34.125,7.95,57,0.695121951,,,,
501,7/25/2022,11,3,amb,1000,147.3234089,67922.6999,147.312,2459786,NA,147.312,1,100,0,0,14.2043,2092.463842,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,61.2507,431.9849,67.647,NA,420.0233,NA,6.3963,425.5886,5.5653,1.307671305,0,0.015029303,3,874.7295903,34.125,7.95,58,0.707317073,,,,
504,7/25/2022,11,3,amb,1000,160.612438,74049.53842,160.6,2459786,NA,160.6,1,100,0,0,14.2043,2281.21058,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,57.8988,417.8526,64.4475,NA,406.6797,NA,6.5487,411.3039,4.6242,1.12427818,0,0.015921804,3,874.7295903,34.125,7.95,61,0.743902439,,,,
492,7/25/2022,11,3,amb,1000,167.8589992,77390.52818,167.846,2459786,NA,167.846,1,100,0,0,14.2043,2384.134938,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,59.0291,373.6418,65.7736,NA,361.9443,NA,6.7445,366.8973,4.953,1.349969051,0,0.018382528,3,874.7295903,34.125,7.95,64,0.780487805,,,,
520,7/25/2022,11,3,amb,1000,168.850076,77847.45902,168.837,2459786,NA,168.837,1,100,0,0,14.2043,2398.211399,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,57.3151,460.3989,64.6066,NA,447.4731,NA,7.2915,453.1074,5.6343,1.243480023,0,0.016092211,3,874.7295903,34.125,7.95,65,0.792682927,,,,
526,7/25/2022,11,3,amb,1000,179.4919001,82753.81729,179.478,2459786,NA,179.478,1,100,0,0,14.2043,2549.359355,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,62.7103,637.204,73.9779,NA,616.6273,NA,11.2676,625.9364,9.3091,1.487227776,0,0.01800119,3,874.7295903,34.125,7.95,67,0.817073171,,,,
525,7/25/2022,11,3,amb,1000,181.2870391,83581.4569,181.273,2459786,NA,181.273,1,100,0,0,14.2043,2574.856074,14.2032,0.030806547,NA,NA,,NA,11,3,amb,1000,63.2156,591.5393,72.0602,NA,575.7587,NA,8.8446,582.6947,6.936,1.190331747,0,0.015178789,3,874.7295903,34.125,7.95,68,0.829268293,,,,
