"CV_ID","Date","Plate.x","Bucket#.x","sal.treat.x","TA.treat.x","SA.mm2","SA.mm2.SE","SA.mm2.RE","SA.mm2.1","date.numb","notes.x","SA.dps18","SA.start","grow.ratio","grow.perc","dps","mm2.diff.start","pixel ratio_original","pixels measured","pixel ratio_MEDIAN","pixel ratio_SE","Diff_time","Diff_growth","Net_growth.d","incr_growth.d","Net_growth.w","incr_growth.w","Net_growth","Plate.y","Bucket#.y","sal.treat.y","TA.treat.y","tare boat (mg)","shell+gut+boat (mg)","boat+gut (mg)","notes.y","post muff","post muff.2","gut.wt","shell.wt","orgC.shell.wt","%oc.ic.shell","code","CI","bucket","med.ta","med.pH","med.S","med.T","med.OmC"
8,2022-07-25,1,6,"amb",2000,116.257,16960.0290012125,115.82,116.257,2459786,NA,113.596,115.82,1,100,0,0.437000000000012,14.8003,1720.6384771,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",78.5378,355.4189,84.0078,NA,346.2853,346.1703,5.47,349.9489,3.6636,1.04689570391563,0,0.0156308535331873,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
8,2022-08-30,1,6,"amb",2000,128.562717434761,271496.281054795,129.4825,128.495,2459822,NA,113.596,115.82,1.11796321878777,111.796321878777,36,12.675,11.0114,1414.909843,11.0056,0.00521152568831848,18,15.8865,0.37951388888889,0.882583333333334,2.65659722222223,6.17808333333334,13.6625,"1","6","amb","2000",78.5378,355.4189,84.0078,NA,346.2853,346.1703,5.47,349.9489,3.6636,1.04689570391563,0,0.0156308535331873,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
9,2022-08-12,1,6,"amb",2000,69.391,5553.0498051955,69.391,69.391,2459804,NA,69.391,72.3375,0.959267323310869,95.9267323310869,18,-2.9465,12.004,832.969564,12.004,0.150002177761968,18,-2.9465,-0.163694444444444,-0.163694444444444,-1.14586111111111,-1.14586111111111,-2.9465,"1","6","amb","2000",62.9308,181.3746,65.0918,NA,177.7065,177.6699,2.16100000000001,179.2136,1.50709999999997,0.840951802764954,0,0.0120582366516827,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
9,2022-07-25,1,6,"amb",2000,73.709,10752.9591994492,72.3375,73.709,2459786,NA,69.391,72.3375,1,100,0,1.3715,14.8003,1090.9153127,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",62.9308,181.3746,65.0918,NA,177.7065,177.6699,2.16100000000001,179.2136,1.50709999999997,0.840951802764954,0,0.0120582366516827,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
9,2022-08-30,1,6,"amb",2000,78.6724388856582,166138.947629243,82.213,78.631,2459822,NA,69.391,72.3375,1.13651978572663,113.651978572663,36,6.29349999999999,11.0114,865.8373934,11.0056,0.00521152568831848,18,12.822,0.274319444444444,0.712333333333333,1.92023611111111,4.98633333333333,9.87549999999999,"1","6","amb","2000",62.9308,181.3746,65.0918,NA,177.7065,177.6699,2.16100000000001,179.2136,1.50709999999997,0.840951802764954,0,0.0120582366516827,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
10,2022-08-12,1,6,"amb",2000,161.246,12903.7925507422,161.246,161.246,2459804,NA,161.246,159.2885,1.01228902274803,101.228902274803,18,1.95750000000001,12.004,1935.596984,12.004,0.150002177761968,18,1.95750000000001,0.108750000000001,0.108750000000001,0.761250000000004,0.761250000000004,1.95750000000001,"1","6","amb","2000",62.829,438.4713,70.834,NA,424.9366,424.8018,8.005,430.4663,5.52969999999998,1.28458371770333,0,0.018596113098749,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
10,2022-07-25,1,6,"amb",2000,161.388,23543.9170152995,159.2885,161.388,2459786,NA,161.246,159.2885,1,100,0,2.09950000000001,14.8003,2388.5908164,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",62.829,438.4713,70.834,NA,424.9366,424.8018,8.005,430.4663,5.52969999999998,1.28458371770333,0,0.018596113098749,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
10,2022-08-30,1,6,"amb",2000,162.238455350004,342612.058538295,166.816,162.153,2459822,NA,161.246,159.2885,1.04725702106555,104.725702106555,36,2.86449999999999,11.0114,1785.5315442,11.0056,0.00521152568831848,18,5.56999999999999,0.209097222222222,0.309444444444444,1.46368055555556,2.16611111111111,7.5275,"1","6","amb","2000",62.829,438.4713,70.834,NA,424.9366,424.8018,8.005,430.4663,5.52969999999998,1.28458371770333,0,0.018596113098749,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
12,2022-08-12,1,6,"amb",2000,117.214,9380.10952236148,117.214,117.214,2459804,NA,117.214,121.723,0.962956877500554,96.2956877500554,18,-4.50900000000001,12.004,1407.036856,12.004,0.150002177761968,18,-4.50900000000001,-0.250500000000001,-0.250500000000001,-1.75350000000001,-1.75350000000001,-4.50900000000001,"1","6","amb","2000",78.3415,338.1545,82.5111,NA,329.7496,329.5788,4.1696,333.9849,4.2353,1.26811122299242,0,0.0124843967496734,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
12,2022-08-30,1,6,"amb",2000,121.631066348041,256858.153227661,121.5825,121.567,2459822,NA,117.214,121.723,0.998845739917682,99.8845739917682,36,-0.15600000000002,11.0114,1338.6228638,11.0056,0.00521152568831848,18,4.3685,-0.00390277777777825,0.242694444444444,-0.0273194444444478,1.69886111111111,-0.140500000000017,"1","6","amb","2000",78.3415,338.1545,82.5111,NA,329.7496,329.5788,4.1696,333.9849,4.2353,1.26811122299242,0,0.0124843967496734,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
12,2022-07-25,1,6,"amb",2000,124.415,18150.1501689004,121.723,124.415,2459786,NA,117.214,121.723,1,100,0,2.69199999999999,14.8003,1841.3793245,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",78.3415,338.1545,82.5111,NA,329.7496,329.5788,4.1696,333.9849,4.2353,1.26811122299242,0,0.0124843967496734,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
14,2022-08-30,1,6,"amb",2000,96.0666008577451,202871.605290145,97.0805,96.016,2459822,NA,95.285,96.508,1.00593215070253,100.593215070253,36,-0.492000000000004,11.0114,1057.2705824,11.0056,0.00521152568831848,18,1.79550000000002,0.0159027777777775,0.099750000000001,0.111319444444443,0.698250000000007,0.572499999999991,"1","6","amb","2000",63.5525,275.1773,65.9353,NA,269.3937,269.302,2.3828,272.7945,3.40079999999998,1.24665270010942,0,0.00873478021001155,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
14,2022-07-25,1,6,"amb",2000,97.033,14155.5561736037,96.508,97.033,2459786,NA,95.285,96.508,1,100,0,0.524999999999991,14.8003,1436.1175099,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",63.5525,275.1773,65.9353,NA,269.3937,269.302,2.3828,272.7945,3.40079999999998,1.24665270010942,0,0.00873478021001155,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
14,2022-08-12,1,6,"amb",2000,95.285,7625.23022709074,95.285,95.285,2459804,NA,95.285,96.508,0.98732747544245,98.732747544245,18,-1.22300000000001,12.004,1143.80114,12.004,0.150002177761968,18,-1.22300000000003,-0.067944444444446,-0.067944444444446,-0.475611111111122,-0.475611111111122,-1.22300000000003,"1","6","amb","2000",63.5525,275.1773,65.9353,NA,269.3937,269.302,2.3828,272.7945,3.40079999999998,1.24665270010942,0,0.00873478021001155,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
15,2022-08-30,1,6,"amb",2000,134.297738224177,283607.387969509,139.6005,134.227,2459822,NA,130.172,121.878,1.14541180524787,114.541180524787,36,12.349,11.0114,1478.0271878,11.0056,0.00521152568831848,18,9.42850000000001,0.492291666666667,0.523805555555556,3.44604166666667,3.66663888888889,17.7225,"1","6","amb","2000",42.4218,403.7519,50.9795,NA,390.6267,346.8515,8.5577,395.1942,4.56749999999995,1.15576088920332,0,0.021654416992962,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
15,2022-08-12,1,6,"amb",2000,130.172,10417.0800138622,130.172,130.172,2459804,NA,130.172,121.878,1.06805165821559,106.805165821559,18,8.294,12.004,1562.584688,12.004,0.150002177761968,18,8.294,0.460777777777778,0.460777777777778,3.22544444444444,3.22544444444444,8.294,"1","6","amb","2000",42.4218,403.7519,50.9795,NA,390.6267,346.8515,8.5577,395.1942,4.56749999999995,1.15576088920332,0,0.021654416992962,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
15,2022-07-25,1,6,"amb",2000,125.127,18254.0195328859,121.878,125.127,2459786,NA,130.172,121.878,1,100,0,3.249,14.8003,1851.9171381,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",42.4218,403.7519,50.9795,NA,390.6267,346.8515,8.5577,395.1942,4.56749999999995,1.15576088920332,0,0.021654416992962,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
17,2022-07-25,1,6,"amb",2000,99.101,14457.2441577639,98.0615,99.101,2459786,NA,99.243,98.0615,1,100,0,1.0395,14.8003,1466.7245303,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",62.0963,302.8748,67.028,"drop pre postmuff 2",296.1412,295.2894,4.93170000000001,297.9431,1.80189999999996,0.604779905961897,0,0.0165524893847181,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
17,2022-08-12,1,6,"amb",2000,99.243,7941.97117518147,99.243,99.243,2459804,NA,99.243,98.0615,1.012048561362,101.2048561362,18,1.1815,12.004,1191.312972,12.004,0.150002177761968,18,1.1815,0.0656388888888889,0.0656388888888889,0.459472222222222,0.459472222222222,1.1815,"1","6","amb","2000",62.0963,302.8748,67.028,"drop pre postmuff 2",296.1412,295.2894,4.93170000000001,297.9431,1.80189999999996,0.604779905961897,0,0.0165524893847181,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
17,2022-08-30,1,6,"amb",2000,101.290352347896,213903.023503983,105.0715,101.237,2459822,NA,99.243,98.0615,1.07148575128873,107.148575128873,36,3.1755,11.0114,1114.7611018,11.0056,0.00521152568831848,18,5.82850000000001,0.194722222222222,0.323805555555556,1.36305555555556,2.26663888888889,7.01000000000001,"1","6","amb","2000",62.0963,302.8748,67.028,"drop pre postmuff 2",296.1412,295.2894,4.93170000000001,297.9431,1.80189999999996,0.604779905961897,0,0.0165524893847181,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
18,2022-08-30,1,6,"amb",2000,117.117689031039,247326.889568856,120.665,117.056,2459822,NA,125.984,112.636,1.07128271600554,107.128271600554,36,4.42,11.0114,1288.9504384,11.0056,0.00521152568831848,18,-5.319,0.223027777777778,-0.2955,1.56119444444444,-2.0685,8.029,"1","6","amb","2000",74.5346,375.1518,79.542,"shell + gut stuck together dried",366.2449,365.5758,5.0074,370.1444,3.8995,1.05350776615829,0,0.0135282338460342,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
18,2022-07-25,1,6,"amb",2000,113.066,16494.5133544741,112.636,113.066,2459786,NA,125.984,112.636,1,100,0,0.430000000000007,14.8003,1673.4107198,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",74.5346,375.1518,79.542,"shell + gut stuck together dried",366.2449,365.5758,5.0074,370.1444,3.8995,1.05350776615829,0,0.0135282338460342,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
18,2022-08-12,1,6,"amb",2000,125.984,10081.9331996621,125.984,125.984,2459804,NA,125.984,112.636,1.11850562875102,111.850562875102,18,13.348,12.004,1512.311936,12.004,0.150002177761968,18,13.348,0.741555555555556,0.741555555555556,5.19088888888889,5.19088888888889,13.348,"1","6","amb","2000",74.5346,375.1518,79.542,"shell + gut stuck together dried",366.2449,365.5758,5.0074,370.1444,3.8995,1.05350776615829,0,0.0135282338460342,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
19,2022-08-30,1,6,"amb",2000,142.945293123501,301869.128559855,147.3195,142.87,2459822,NA,147.795,140.3885,1.04937014071665,104.937014071665,36,2.48150000000001,11.0114,1573.198718,11.0056,0.00521152568831848,18,-0.475499999999982,0.192527777777778,-0.0264166666666657,1.34769444444445,-0.18491666666666,6.93100000000001,"1","6","amb","2000",86.8138,403.5212,93.2769,NA,393.0134,392.4211,6.4631,397.0581,4.04470000000003,1.01866704142291,0,0.0162774666981986,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
19,2022-08-12,1,6,"amb",2000,147.795,11827.3694853637,147.795,147.795,2459804,NA,147.795,140.3885,1.05275717028104,105.275717028104,18,7.40649999999999,12.004,1774.13118,12.004,0.150002177761968,18,7.40649999999999,0.411472222222222,0.411472222222222,2.88030555555555,2.88030555555555,7.40649999999999,"1","6","amb","2000",86.8138,403.5212,93.2769,NA,393.0134,392.4211,6.4631,397.0581,4.04470000000003,1.01866704142291,0,0.0162774666981986,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
19,2022-07-25,1,6,"amb",2000,142.082,20727.4817047599,140.3885,142.082,2459786,NA,147.795,140.3885,1,100,0,1.6935,14.8003,2102.8562246,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",86.8138,403.5212,93.2769,NA,393.0134,392.4211,6.4631,397.0581,4.04470000000003,1.01866704142291,0,0.0162774666981986,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
20,2022-08-30,1,6,"amb",2000,99.4583874027768,210034.315066991,106.327,99.406,2459822,NA,106.305,97.5635,1.08982355081562,108.982355081562,36,1.8425,11.0114,1094.5992284,11.0056,0.00521152568831848,18,0.0220000000000056,0.243430555555555,0.00122222222222253,1.70401388888889,0.00855555555555772,8.76349999999999,"1","6","amb","2000",47.5686,301.2538,50.8364,NA,292.3515,291.9643,3.26779999999999,297.986,5.63450000000003,1.89086064445982,0,0.0109662870067721,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
20,2022-07-25,1,6,"amb",2000,99.356,14494.4445620003,97.5635,99.356,2459786,NA,106.305,97.5635,1,100,0,1.79249999999999,14.8003,1470.4986068,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",47.5686,301.2538,50.8364,NA,292.3515,291.9643,3.26779999999999,297.986,5.63450000000003,1.89086064445982,0,0.0109662870067721,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
20,2022-08-12,1,6,"amb",2000,106.305,8507.11129024381,106.305,106.305,2459804,NA,106.305,97.5635,1.08959805665028,108.959805665028,18,8.7415,12.004,1276.08522,12.004,0.150002177761968,18,8.74149999999999,0.485638888888888,0.485638888888888,3.39947222222222,3.39947222222222,8.74149999999999,"1","6","amb","2000",47.5686,301.2538,50.8364,NA,292.3515,291.9643,3.26779999999999,297.986,5.63450000000003,1.89086064445982,0,0.0109662870067721,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
21,2022-08-12,1,6,"amb",2000,142.296,11387.3092343402,142.296,142.296,2459804,NA,142.296,130.109,1.09366761715177,109.366761715177,18,12.187,12.004,1708.121184,12.004,0.150002177761968,18,12.187,0.677055555555556,0.677055555555556,4.73938888888889,4.73938888888889,12.187,"1","6","amb","2000",52.0592,369.1411,58.8995,NA,358.236,357.3855,6.84030000000001,362.3008,4.0648,1.12194066366953,0,0.0188801680813291,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
21,2022-07-25,1,6,"amb",2000,130.176,18990.5875367663,130.109,130.176,2459786,NA,142.296,130.109,1,100,0,0.0670000000000073,14.8003,1926.6438528,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",52.0592,369.1411,58.8995,NA,358.236,357.3855,6.84030000000001,362.3008,4.0648,1.12194066366953,0,0.0188801680813291,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
21,2022-08-30,1,6,"amb",2000,136.582941902304,288433.237270486,139.136,136.511,2459822,NA,142.296,130.109,1.06938028883475,106.938028883475,36,6.40200000000002,11.0114,1503.1772254,11.0056,0.00521152568831848,18,-3.16,0.25075,-0.175555555555555,1.75525,-1.22888888888889,9.02700000000002,"1","6","amb","2000",52.0592,369.1411,58.8995,NA,358.236,357.3855,6.84030000000001,362.3008,4.0648,1.12194066366953,0,0.0188801680813291,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
23,2022-07-25,1,6,"amb",2000,93.289,13609.3667090507,93.511,93.289,2459786,NA,101.632,93.511,1,100,0,-0.221999999999994,14.8003,1380.7051867,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",45.6683,266.4229,49.2105,NA,259.7907,259.3077,3.5422,262.8807,3.09000000000001,1.17543813600618,0,0.0134745532859582,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
23,2022-08-30,1,6,"amb",2000,103.419473813331,218399.261381602,106.687,103.365,2459822,NA,101.632,93.511,1.14090320924811,114.090320924811,36,9.854,11.0114,1138.193361,11.0056,0.00521152568831848,18,5.05499999999999,0.366,0.280833333333333,2.562,1.96583333333333,13.176,"1","6","amb","2000",45.6683,266.4229,49.2105,NA,259.7907,259.3077,3.5422,262.8807,3.09000000000001,1.17543813600618,0,0.0134745532859582,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
23,2022-08-12,1,6,"amb",2000,101.632,8133.1521062044,101.632,101.632,2459804,NA,101.632,93.511,1.08684539786763,108.684539786763,18,8.12100000000001,12.004,1219.990528,12.004,0.150002177761968,18,8.12100000000001,0.451166666666667,0.451166666666667,3.15816666666667,3.15816666666667,8.12100000000001,"1","6","amb","2000",45.6683,266.4229,49.2105,NA,259.7907,259.3077,3.5422,262.8807,3.09000000000001,1.17543813600618,0,0.0134745532859582,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
24,2022-08-12,1,6,"amb",2000,135.421,10837.1338886798,135.421,135.421,2459804,NA,135.421,132.7245,1.02031652031087,102.031652031087,18,2.69649999999999,12.004,1625.593684,12.004,0.150002177761968,18,2.69649999999999,0.149805555555555,0.149805555555555,1.04863888888888,1.04863888888888,2.69649999999999,"1","6","amb","2000",63.3623,272.1383,67.7003,NA,265.0346,263.7692,4.338,267.8003,2.7657,1.03274716271789,0,0.0161986375668735,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
24,2022-08-30,1,6,"amb",2000,138.33286363306,292128.688420841,142.66,138.26,2459822,NA,135.421,132.7245,1.07485807066517,107.485807066517,36,5.53549999999998,11.0114,1522.436164,11.0056,0.00521152568831848,18,7.239,0.275986111111111,0.402166666666667,1.93190277777778,2.81516666666667,9.93549999999999,"1","6","amb","2000",63.3623,272.1383,67.7003,NA,265.0346,263.7692,4.338,267.8003,2.7657,1.03274716271789,0,0.0161986375668735,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
24,2022-07-25,1,6,"amb",2000,134.216,19579.9586470211,132.7245,134.216,2459786,NA,135.421,132.7245,1,100,0,1.4915,14.8003,1986.4370648,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",63.3623,272.1383,67.7003,NA,265.0346,263.7692,4.338,267.8003,2.7657,1.03274716271789,0,0.0161986375668735,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
25,2022-08-12,1,6,"amb",2000,203.069,16250.6992389682,203.069,203.069,2459804,NA,203.069,200.9795,1.01039658273605,101.039658273605,18,2.08949999999999,12.004,2437.640276,12.004,0.150002177761968,18,2.08949999999999,0.116083333333333,0.116083333333333,0.812583333333328,0.812583333333328,2.08949999999999,"1","6","amb","2000",52.8472,544.7464,64.4028,NA,526.5416,525.1444,11.5556,533.1908,6.64919999999998,1.24705827632434,0,0.021672541986846,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
25,2022-08-30,1,6,"amb",2000,203.769330777059,430316.164770471,210.891,203.662,2459822,NA,203.069,200.9795,1.04931597501238,104.931597501238,36,2.6825,11.0114,2242.6037468,11.0056,0.00521152568831848,18,7.82200000000003,0.275319444444445,0.434555555555557,1.92723611111111,3.0418888888889,9.91150000000002,"1","6","amb","2000",52.8472,544.7464,64.4028,NA,526.5416,525.1444,11.5556,533.1908,6.64919999999998,1.24705827632434,0,0.021672541986846,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
25,2022-07-25,1,6,"amb",2000,203.643,29708.2428231755,200.9795,203.643,2459786,NA,203.069,200.9795,1,100,0,2.6635,14.8003,3013.9774929,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",52.8472,544.7464,64.4028,NA,526.5416,525.1444,11.5556,533.1908,6.64919999999998,1.24705827632434,0,0.021672541986846,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
26,2022-08-30,1,6,"amb",2000,90.4726543759541,191058.416392699,97.734,90.425,2459822,NA,96.278,95.149,1.02716791558503,102.716791558503,36,-4.724,11.0114,995.705845,11.0056,0.00521152568831848,18,1.456,0.0718055555555558,0.0808888888888891,0.50263888888889,0.566222222222224,2.58500000000001,"1","6","amb","2000",56.1828,239.076,59.0149,NA,232.3137,231.5038,2.8321,236.2439,3.93019999999999,1.66361967441275,0,0.0119880344000416,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
26,2022-08-12,1,6,"amb",2000,96.278,7704.6955533803,96.278,96.278,2459804,NA,96.278,95.149,1.01186560026905,101.186560026905,18,1.129,12.004,1155.721112,12.004,0.150002177761968,18,1.129,0.0627222222222225,0.0627222222222225,0.439055555555557,0.439055555555557,1.129,"1","6","amb","2000",56.1828,239.076,59.0149,NA,232.3137,231.5038,2.8321,236.2439,3.93019999999999,1.66361967441275,0,0.0119880344000416,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
26,2022-07-25,1,6,"amb",2000,94.791,13828.4843841999,95.149,94.791,2459786,NA,96.278,95.149,1,100,0,-0.358000000000004,14.8003,1402.9352373,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",56.1828,239.076,59.0149,NA,232.3137,231.5038,2.8321,236.2439,3.93019999999999,1.66361967441275,0,0.0119880344000416,6,1928.58629557829,7.935,34.01,16.3,2.57822572888289
