"","CV_ID","Date","Plate.x","Bucket#.x","sal.treat.x","TA.treat.x","SA.mm2","SA.mm2.SE","SA.mm2.1","date.numb","notes.x","SA.start","grow.ratio","grow.perc","dps","mm2.diff.start","pixel ratio_original","pixels measured","pixel ratio_MEDIAN","pixel ratio_SE","Diff_time","Diff_growth","Net_growth","incr_growth","Plate.y","Bucket#.y","sal.treat.y","TA.treat.y","tare boat (mg)","shell+gut+boat (mg)","boat+gut (mg)","notes.y","post muff","post muff.2","gut.wt","shell.wt","orgC.shell.wt","%oc.ic.shell","code","CI","bucket","med.ta","med.S","med.pH"
"11",4,2022-08-30,1,6,"amb",2000,76.3952394235662,161330.001478181,76.355,2459822,NA,79.959,0.954926900036269,95.4926900036269,36,-3.604,11.0114,840.775447,11.0056,0.00521152568831848,21,-4.95849757080953,-3.56376057643381,-0.236118931943311,"1","6","amb","2000",59.4653,236.9885,62.5019,NA,231.6219,231.5603,3.0366,233.9519,2.32999999999998,0.995931214920664,0,0.0129795911039833,6,1847.4576400923,34.01,8.03
"12",4,2022-08-09,1,6,"amb",2000,81.3537369943757,22932.733559771,81.586,2459801,NA,79.959,1.02034792831326,102.034792831326,15,1.627,12.9248,1054.4827328,12.9617,0.0459815542727009,15,1.39473699437572,1.39473699437572,0.0929824662917146,"1","6","amb","2000",59.4653,236.9885,62.5019,NA,231.6219,231.5603,3.0366,233.9519,2.32999999999998,0.995931214920664,0,0.0129795911039833,6,1847.4576400923,34.01,8.03
"13",5,2022-07-25,1,6,"amb",2000,239.685,34966.1917231273,239.685,2459786,NA,239.685,1,100,0,0,14.8003,3547.4099055,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",54.0482,679.09,63.4887,NA,660.0852,659.8465,9.4405,669.6495,9.56430000000005,1.42825463171406,0,0.0140976734844124,6,1847.4576400923,34.01,8.03
"14",5,2022-08-09,1,6,"amb",2000,226.871287809469,63952.5483144847,227.519,2459801,NA,239.685,0.949241713081753,94.9241713081753,15,-12.166,12.9248,2940.6375712,12.9617,0.0459815542727009,15,-12.8137121905306,-12.8137121905306,-0.854247479368704,"1","6","amb","2000",54.0482,679.09,63.4887,NA,660.0852,659.8465,9.4405,669.6495,9.56430000000005,1.42825463171406,0,0.0140976734844124,6,1847.4576400923,34.01,8.03
"15",5,2022-08-30,1,6,"amb",2000,220.875340971869,466440.309034402,220.759,2459822,NA,239.685,0.921038029079834,92.1038029079834,36,-18.926,11.0114,2430.8656526,11.0056,0.00521152568831848,21,-5.99594683760057,-18.8096590281311,-0.28552127798098,"1","6","amb","2000",54.0482,679.09,63.4887,NA,660.0852,659.8465,9.4405,669.6495,9.56430000000005,1.42825463171406,0,0.0140976734844124,6,1847.4576400923,34.01,8.03
"16",8,2022-07-25,1,6,"amb",2000,116.257,16960.0290012125,116.257,2459786,NA,116.257,1,100,0,0,14.8003,1720.6384771,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",78.5378,355.4189,84.0078,NA,346.2853,346.1703,5.47,349.9489,3.6636,1.04689570391563,0,0.0156308535331873,6,1847.4576400923,34.01,8.03
"17",8,2022-08-30,1,6,"amb",2000,128.562717434761,271496.281054795,128.495,2459822,NA,116.257,1.10526677963477,110.526677963477,36,12.238,11.0114,1414.909843,11.0056,0.00521152568831848,21,2.08181742936,12.3057174347605,0.0991341633028572,"1","6","amb","2000",78.5378,355.4189,84.0078,NA,346.2853,346.1703,5.47,349.9489,3.6636,1.04689570391563,0,0.0156308535331873,6,1847.4576400923,34.01,8.03
"18",8,2022-08-09,1,6,"amb",2000,126.480900005401,35653.589956469,126.842,2459801,NA,116.257,1.09104828096373,109.104828096373,15,10.585,12.9248,1639.4074816,12.9617,0.0459815542727009,15,10.2239000054005,10.2239000054005,0.681593333693367,"1","6","amb","2000",78.5378,355.4189,84.0078,NA,346.2853,346.1703,5.47,349.9489,3.6636,1.04689570391563,0,0.0156308535331873,6,1847.4576400923,34.01,8.03
"19",9,2022-08-30,1,6,"amb",2000,78.6724388856582,166138.947629243,78.631,2459822,NA,73.709,1.06677610603861,106.677610603861,36,4.922,11.0114,865.8373934,11.0056,0.00521152568831848,21,0.392925056453706,4.96343888565821,0.018710716973986,"1","6","amb","2000",62.9308,181.3746,65.0918,NA,177.7065,177.6699,2.16100000000001,179.2136,1.50709999999997,0.840951802764954,0,0.0120582366516827,6,1847.4576400923,34.01,8.03
"20",9,2022-08-09,1,6,"amb",2000,78.2795138292045,22066.1434883767,78.503,2459801,NA,73.709,1.06503954740941,106.503954740941,15,4.794,12.9248,1014.6355744,12.9617,0.0459815542727009,15,4.5705138292045,4.5705138292045,0.304700921946967,"1","6","amb","2000",62.9308,181.3746,65.0918,NA,177.7065,177.6699,2.16100000000001,179.2136,1.50709999999997,0.840951802764954,0,0.0120582366516827,6,1847.4576400923,34.01,8.03
"21",9,2022-07-25,1,6,"amb",2000,73.709,10752.9591994492,73.709,2459786,NA,73.709,1,100,0,0,14.8003,1090.9153127,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",62.9308,181.3746,65.0918,NA,177.7065,177.6699,2.16100000000001,179.2136,1.50709999999997,0.840951802764954,0,0.0120582366516827,6,1847.4576400923,34.01,8.03
"22",10,2022-08-30,1,6,"amb",2000,162.238455350004,342612.058538295,162.153,2459822,NA,161.388,1.00474012937765,100.474012937765,36,0.764999999999986,11.0114,1785.5315442,11.0056,0.00521152568831848,21,-1.9378252304758,0.850455350003614,-0.0922773919274188,"1","6","amb","2000",62.829,438.4713,70.834,NA,424.9366,424.8018,8.005,430.4663,5.52969999999998,1.28458371770333,0,0.018596113098749,6,1847.4576400923,34.01,8.03
"23",10,2022-08-09,1,6,"amb",2000,164.176280580479,46279.5077212819,164.645,2459801,NA,161.388,1.02018117827843,102.018117827843,15,3.25700000000001,12.9248,2128.003696,12.9617,0.0459815542727009,15,2.78828058047941,2.78828058047941,0.185885372031961,"1","6","amb","2000",62.829,438.4713,70.834,NA,424.9366,424.8018,8.005,430.4663,5.52969999999998,1.28458371770333,0,0.018596113098749,6,1847.4576400923,34.01,8.03
"24",10,2022-07-25,1,6,"amb",2000,161.388,23543.9170152995,161.388,2459786,NA,161.388,1,100,0,0,14.8003,2388.5908164,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",62.829,438.4713,70.834,NA,424.9366,424.8018,8.005,430.4663,5.52969999999998,1.28458371770333,0,0.018596113098749,6,1847.4576400923,34.01,8.03
"25",11,2022-08-30,1,6,"amb",2000,312.634673075525,660215.906776076,312.47,2459822,NA,317.165,0.985196979490171,98.5196979490171,36,-4.69499999999999,11.0114,3440.732158,11.0056,0.00521152568831848,21,6.91649129381449,-4.53032692447482,0.32935672827688,"1","6","amb","2000",77.9739,1252.5301,91.0841,NA,1220.4804,1219.5886,13.1102,1239.4199,18.9395,1.52809390909409,0,0.0105776904179125,6,1847.4576400923,34.01,8.03
"26",11,2022-08-09,1,6,"amb",2000,305.718181781711,86178.6300936896,306.591,2459801,NA,317.165,0.966660886289471,96.6660886289471,15,-10.574,12.9248,3962.6273568,12.9617,0.0459815542727009,15,-11.4468182182893,-11.4468182182893,-0.763121214552621,"1","6","amb","2000",77.9739,1252.5301,91.0841,NA,1220.4804,1219.5886,13.1102,1239.4199,18.9395,1.52809390909409,0,0.0105776904179125,6,1847.4576400923,34.01,8.03
"27",11,2022-07-25,1,6,"amb",2000,317.165,46269.2792534605,317.165,2459786,NA,317.165,1,100,0,0,14.8003,4694.1371495,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",77.9739,1252.5301,91.0841,NA,1220.4804,1219.5886,13.1102,1239.4199,18.9395,1.52809390909409,0,0.0105776904179125,6,1847.4576400923,34.01,8.03
"28",12,2022-08-09,1,6,"amb",2000,120.643565458235,34008.1088413402,120.988,2459801,NA,124.415,0.972455089820359,97.2455089820359,15,-3.42700000000001,12.9248,1563.7457024,12.9617,0.0459815542727009,15,-3.77143454176536,-3.77143454176536,-0.251428969451024,"1","6","amb","2000",78.3415,338.1545,82.5111,NA,329.7496,329.5788,4.1696,333.9849,4.2353,1.26811122299242,0,0.0124843967496734,6,1847.4576400923,34.01,8.03
"29",12,2022-08-30,1,6,"amb",2000,121.631066348041,256858.153227661,121.567,2459822,NA,124.415,0.977108869509303,97.7108869509303,36,-2.84800000000001,11.0114,1338.6228638,11.0056,0.00521152568831848,21,0.987500889806356,-2.783933651959,0.0470238518955407,"1","6","amb","2000",78.3415,338.1545,82.5111,NA,329.7496,329.5788,4.1696,333.9849,4.2353,1.26811122299242,0,0.0124843967496734,6,1847.4576400923,34.01,8.03
"30",12,2022-07-25,1,6,"amb",2000,124.415,18150.1501689004,124.415,2459786,NA,124.415,1,100,0,0,14.8003,1841.3793245,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",78.3415,338.1545,82.5111,NA,329.7496,329.5788,4.1696,333.9849,4.2353,1.26811122299242,0,0.0124843967496734,6,1847.4576400923,34.01,8.03
"31",13,2022-08-30,1,6,"amb",2000,130.336651813622,275242.441654898,130.268,2459822,NA,138.804,0.938503213163886,93.8503213163886,36,-8.536,11.0114,1434.4330552,11.0056,0.00521152568831848,21,-6.71606590087512,-8.46734818637782,-0.319812661946434,"1","6","amb","2000",49.146,356.6691,56.6235,NA,344.4126,344.2352,7.4775,349.1916,4.77900000000002,1.36858962243079,0,0.0214137453478262,6,1847.4576400923,34.01,8.03
"32",13,2022-07-25,1,6,"amb",2000,138.804,20249.2741553996,138.804,2459786,NA,138.804,1,100,0,0,14.8003,2054.3408412,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",49.146,356.6691,56.6235,NA,344.4126,344.2352,7.4775,349.1916,4.77900000000002,1.36858962243079,0,0.0214137453478262,6,1847.4576400923,34.01,8.03
"33",13,2022-08-09,1,6,"amb",2000,137.052717714497,38633.6703771379,137.444,2459801,NA,138.804,0.99020201146941,99.020201146941,15,-1.36000000000001,12.9248,1776.4362112,12.9617,0.0459815542727009,15,-1.7512822855027,-1.7512822855027,-0.116752152366846,"1","6","amb","2000",49.146,356.6691,56.6235,NA,344.4126,344.2352,7.4775,349.1916,4.77900000000002,1.36858962243079,0,0.0214137453478262,6,1847.4576400923,34.01,8.03
"34",14,2022-07-25,1,6,"amb",2000,97.033,14155.5561736037,97.033,2459786,NA,97.033,1,100,0,0,14.8003,1436.1175099,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",63.5525,275.1773,65.9353,NA,269.3937,269.302,2.3828,272.7945,3.40079999999998,1.24665270010942,0,0.00873478021001155,6,1847.4576400923,34.01,8.03
"35",14,2022-08-30,1,6,"amb",2000,96.0666008577451,202871.605290145,96.016,2459822,NA,97.033,0.989519029608484,98.9519029608484,36,-1.017,11.0114,1057.2705824,11.0056,0.00521152568831848,21,3.79503401080379,-0.966399142254858,0.180715905276371,"1","6","amb","2000",63.5525,275.1773,65.9353,NA,269.3937,269.302,2.3828,272.7945,3.40079999999998,1.24665270010942,0,0.00873478021001155,6,1847.4576400923,34.01,8.03
"36",14,2022-08-09,1,6,"amb",2000,92.2715668469414,26010.3510400487,92.535,2459801,NA,97.033,0.953644636360826,95.3644636360826,15,-4.498,12.9248,1195.996368,12.9617,0.0459815542727009,15,-4.76143315305865,-4.76143315305865,-0.317428876870576,"1","6","amb","2000",63.5525,275.1773,65.9353,NA,269.3937,269.302,2.3828,272.7945,3.40079999999998,1.24665270010942,0,0.00873478021001155,6,1847.4576400923,34.01,8.03
"37",15,2022-08-09,1,6,"amb",2000,134.987613538348,38051.5399723835,135.373,2459801,NA,125.127,1.08188480503808,108.188480503808,15,10.246,12.9248,1749.6689504,12.9617,0.0459815542727009,15,9.86061353834758,9.86061353834758,0.657374235889839,"1","6","amb","2000",42.4218,403.7519,50.9795,NA,390.6267,346.8515,8.5577,395.1942,4.56749999999995,1.15576088920332,0,0.021654416992962,6,1847.4576400923,34.01,8.03
"38",15,2022-07-25,1,6,"amb",2000,125.127,18254.0195328859,125.127,2459786,NA,125.127,1,100,0,0,14.8003,1851.9171381,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",42.4218,403.7519,50.9795,NA,390.6267,346.8515,8.5577,395.1942,4.56749999999995,1.15576088920332,0,0.021654416992962,6,1847.4576400923,34.01,8.03
"39",15,2022-08-30,1,6,"amb",2000,134.297738224177,283607.387969509,134.227,2459822,NA,125.127,1.07272611027196,107.272611027196,36,9.10000000000001,11.0114,1478.0271878,11.0056,0.00521152568831848,21,-0.689875314170763,9.17073822417682,-0.032851205436703,"1","6","amb","2000",42.4218,403.7519,50.9795,NA,390.6267,346.8515,8.5577,395.1942,4.56749999999995,1.15576088920332,0,0.021654416992962,6,1847.4576400923,34.01,8.03
"40",16,2022-08-30,1,6,"amb",2000,115.6649238206,244258.967859127,115.604,2459822,NA,107.158,1.07881819369529,107.881819369529,36,8.446,11.0114,1272.9618856,11.0056,0.00521152568831848,21,1.23561680068792,8.50692382060042,0.0588388952708534,"1","6","amb","2000",90.8511,354.1954,97.992,NA,347.4987,390.4309,7.1409,347.0545,-0.444199999999981,-0.127991424977916,0,0.0205757309010545,6,1847.4576400923,34.01,8.03
"41",16,2022-08-09,1,6,"amb",2000,114.429307019912,32256.376981162,114.756,2459801,NA,107.158,1.07090464547677,107.090464547677,15,7.598,12.9248,1483.1983488,12.9617,0.0459815542727009,15,7.2713070199125,7.2713070199125,0.4847538013275,"1","6","amb","2000",90.8511,354.1954,97.992,NA,347.4987,390.4309,7.1409,347.0545,-0.444199999999981,-0.127991424977916,0,0.0205757309010545,6,1847.4576400923,34.01,8.03
"42",16,2022-07-25,1,6,"amb",2000,107.158,15632.6310476954,107.158,2459786,NA,107.158,1,100,0,0,14.8003,1585.9705474,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",90.8511,354.1954,97.992,NA,347.4987,390.4309,7.1409,347.0545,-0.444199999999981,-0.127991424977916,0,0.0205757309010545,6,1847.4576400923,34.01,8.03
"43",17,2022-07-25,1,6,"amb",2000,99.101,14457.2441577639,99.101,2459786,NA,99.101,1,100,0,0,14.8003,1466.7245303,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",62.0963,302.8748,67.028,"drop pre postmuff 2",296.1412,295.2894,4.93170000000001,297.9431,1.80189999999996,0.604779905961897,0,0.0165524893847181,6,1847.4576400923,34.01,8.03
"44",17,2022-08-30,1,6,"amb",2000,101.290352347896,213903.023503983,101.237,2459822,NA,99.101,1.02155376837772,102.155376837772,36,2.136,11.0114,1114.7611018,11.0056,0.00521152568831848,21,1.25893967826124,2.18935234789562,0.0599495084886306,"1","6","amb","2000",62.0963,302.8748,67.028,"drop pre postmuff 2",296.1412,295.2894,4.93170000000001,297.9431,1.80189999999996,0.604779905961897,0,0.0165524893847181,6,1847.4576400923,34.01,8.03
"45",17,2022-08-09,1,6,"amb",2000,100.031412669634,28197.7671722544,100.317,2459801,NA,99.101,1.01227031008769,101.227031008769,15,1.21599999999999,12.9248,1296.5771616,12.9617,0.0459815542727009,15,0.930412669634379,0.930412669634379,0.0620275113089586,"1","6","amb","2000",62.0963,302.8748,67.028,"drop pre postmuff 2",296.1412,295.2894,4.93170000000001,297.9431,1.80189999999996,0.604779905961897,0,0.0165524893847181,6,1847.4576400923,34.01,8.03
"46",18,2022-08-30,1,6,"amb",2000,117.117689031039,247326.889568856,117.056,2459822,NA,113.066,1.035289123167,103.5289123167,36,3.98999999999999,11.0114,1288.9504384,11.0056,0.00521152568831848,21,3.00447956005887,4.05168903103875,0.143070455240899,"1","6","amb","2000",74.5346,375.1518,79.542,"shell + gut stuck together dried",366.2449,365.5758,5.0074,370.1444,3.8995,1.05350776615829,0,0.0135282338460342,6,1847.4576400923,34.01,8.03
"47",18,2022-08-09,1,6,"amb",2000,114.11320947098,32167.2725203667,114.439,2459801,NA,113.066,1.01214334990183,101.214334990183,15,1.37299999999999,12.9248,1479.1011872,12.9617,0.0459815542727009,15,1.04720947097987,1.04720947097988,0.069813964731991,"1","6","amb","2000",74.5346,375.1518,79.542,"shell + gut stuck together dried",366.2449,365.5758,5.0074,370.1444,3.8995,1.05350776615829,0,0.0135282338460342,6,1847.4576400923,34.01,8.03
"48",18,2022-07-25,1,6,"amb",2000,113.066,16494.5133544741,113.066,2459786,NA,113.066,1,100,0,0,14.8003,1673.4107198,14.8003,0.101452566913476,NA,NA,1.4210854715202e-14,NA,"1","6","amb","2000",74.5346,375.1518,79.542,"shell + gut stuck together dried",366.2449,365.5758,5.0074,370.1444,3.8995,1.05350776615829,0,0.0135282338460342,6,1847.4576400923,34.01,8.03
"49",19,2022-08-09,1,6,"amb",2000,143.272959071727,40387.0887570787,143.682,2459801,NA,142.082,1.01126110274349,101.126110274349,15,1.59999999999999,12.9248,1857.0611136,12.9617,0.0459815542727009,15,1.19095907172667,1.1909590717267,0.0793972714484445,"1","6","amb","2000",86.8138,403.5212,93.2769,NA,393.0134,392.4211,6.4631,397.0581,4.04470000000003,1.01866704142291,0,0.0162774666981986,6,1847.4576400923,34.01,8.03
"50",19,2022-08-30,1,6,"amb",2000,142.945293123501,301869.128559855,142.87,2459822,NA,142.082,1.00554609310117,100.554609310117,36,0.788000000000011,11.0114,1573.198718,11.0056,0.00521152568831848,21,-0.327665948225899,0.863293123500796,-0.0156031403917095,"1","6","amb","2000",86.8138,403.5212,93.2769,NA,393.0134,392.4211,6.4631,397.0581,4.04470000000003,1.01866704142291,0,0.0162774666981986,6,1847.4576400923,34.01,8.03
"51",19,2022-07-25,1,6,"amb",2000,142.082,20727.4817047599,142.082,2459786,NA,142.082,1,100,0,0,14.8003,2102.8562246,14.8003,0.101452566913476,NA,NA,2.8421709430404e-14,NA,"1","6","amb","2000",86.8138,403.5212,93.2769,NA,393.0134,392.4211,6.4631,397.0581,4.04470000000003,1.01866704142291,0,0.0162774666981986,6,1847.4576400923,34.01,8.03
"52",20,2022-08-30,1,6,"amb",2000,99.4583874027768,210034.315066991,99.406,2459822,NA,99.356,1.00050324087121,100.050324087121,36,0.0500000000000114,11.0114,1094.5992284,11.0056,0.00521152568831848,21,6.4050524852891,0.102387402776785,0.305002499299481,"1","6","amb","2000",47.5686,301.2538,50.8364,NA,292.3515,291.9643,3.26779999999999,297.986,5.63450000000003,1.89086064445982,0,0.0109662870067721,6,1847.4576400923,34.01,8.03
"53",20,2022-08-09,1,6,"amb",2000,93.0533349174877,26230.7229557065,93.319,2459801,NA,99.356,0.939238697210033,93.9238697210033,15,-6.03699999999999,12.9248,1206.1294112,12.9617,0.0459815542727009,15,-6.30266508251232,-6.30266508251232,-0.420177672167488,"1","6","amb","2000",47.5686,301.2538,50.8364,NA,292.3515,291.9643,3.26779999999999,297.986,5.63450000000003,1.89086064445982,0,0.0109662870067721,6,1847.4576400923,34.01,8.03
"54",20,2022-07-25,1,6,"amb",2000,99.356,14494.4445620003,99.356,2459786,NA,99.356,1,100,0,0,14.8003,1470.4986068,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",47.5686,301.2538,50.8364,NA,292.3515,291.9643,3.26779999999999,297.986,5.63450000000003,1.89086064445982,0,0.0109662870067721,6,1847.4576400923,34.01,8.03
"55",21,2022-08-30,1,6,"amb",2000,136.582941902304,288433.237270486,136.511,2459822,NA,130.176,1.04866488446411,104.866488446411,36,6.33500000000001,11.0114,1503.1772254,11.0056,0.00521152568831848,21,6.95602370484562,6.40694190230431,0.331239224040268,"1","6","amb","2000",52.0592,369.1411,58.8995,NA,358.236,357.3855,6.84030000000001,362.3008,4.0648,1.12194066366953,0,0.0188801680813291,6,1847.4576400923,34.01,8.03
"56",21,2022-07-25,1,6,"amb",2000,130.176,18990.5875367663,130.176,2459786,NA,130.176,1,100,0,0,14.8003,1926.6438528,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",52.0592,369.1411,58.8995,NA,358.236,357.3855,6.84030000000001,362.3008,4.0648,1.12194066366953,0,0.0188801680813291,6,1847.4576400923,34.01,8.03
"57",21,2022-08-09,1,6,"amb",2000,129.626918197459,36540.4182650155,129.997,2459801,NA,130.176,0.99862493854474,99.862493854474,15,-0.178999999999974,12.9248,1680.1852256,12.9617,0.0459815542727009,15,-0.549081802541309,-0.549081802541309,-0.0366054535027539,"1","6","amb","2000",52.0592,369.1411,58.8995,NA,358.236,357.3855,6.84030000000001,362.3008,4.0648,1.12194066366953,0,0.0188801680813291,6,1847.4576400923,34.01,8.03
"58",22,2022-08-09,1,6,"amb",2000,418.171131255931,117877.89337991,419.365,2459801,NA,383.812,1.09263128823486,109.263128823486,15,35.553,12.9248,5420.208752,12.9617,0.0459815542727009,15,34.3591312559309,34.3591312559309,2.29060875039539,"1","6","amb","2000",82.1137,1253.1683,103.8299,NA,1215.7694,1214.4054,21.7162,1231.4521,15.6827000000001,1.27351279030667,0,0.0176346282571608,6,1847.4576400923,34.01,8.03
"59",22,2022-08-30,1,6,"amb",2000,388.130438722105,819646.416782462,387.926,2459822,NA,383.812,1.01071878940731,101.071878940731,36,4.11399999999998,11.0114,4271.6083564,11.0056,0.00521152568831848,21,-30.0406925338258,4.3184387221051,-1.43050916827742,"1","6","amb","2000",82.1137,1253.1683,103.8299,NA,1215.7694,1214.4054,21.7162,1231.4521,15.6827000000001,1.27351279030667,0,0.0176346282571608,6,1847.4576400923,34.01,8.03
"60",22,2022-07-25,1,6,"amb",2000,383.812,55992.0060814692,383.812,2459786,NA,383.812,1,100,0,0,14.8003,5680.5327436,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",82.1137,1253.1683,103.8299,NA,1215.7694,1214.4054,21.7162,1231.4521,15.6827000000001,1.27351279030667,0,0.0176346282571608,6,1847.4576400923,34.01,8.03
"61",23,2022-08-09,1,6,"amb",2000,98.8677349421758,27869.7390784117,99.15,2459801,NA,93.289,1.06282627105018,106.282627105018,15,5.861,12.9248,1281.49392,12.9617,0.0459815542727009,15,5.5787349421758,5.5787349421758,0.37191566281172,"1","6","amb","2000",45.6683,266.4229,49.2105,NA,259.7907,259.3077,3.5422,262.8807,3.09000000000001,1.17543813600618,0,0.0134745532859582,6,1847.4576400923,34.01,8.03
"62",23,2022-08-30,1,6,"amb",2000,103.419473813331,218399.261381602,103.365,2459822,NA,93.289,1.10800844686941,110.800844686941,36,10.076,11.0114,1138.193361,11.0056,0.00521152568831848,21,4.55173887115559,10.1304738133314,0.216749470055028,"1","6","amb","2000",45.6683,266.4229,49.2105,NA,259.7907,259.3077,3.5422,262.8807,3.09000000000001,1.17543813600618,0,0.0134745532859582,6,1847.4576400923,34.01,8.03
"63",23,2022-07-25,1,6,"amb",2000,93.289,13609.3667090507,93.289,2459786,NA,93.289,1,100,0,0,14.8003,1380.7051867,14.8003,0.101452566913476,NA,NA,0,NA,"1","6","amb","2000",45.6683,266.4229,49.2105,NA,259.7907,259.3077,3.5422,262.8807,3.09000000000001,1.17543813600618,0,0.0134745532859582,6,1847.4576400923,34.01,8.03
