"CV_ID","Date","Plate.x","Bucket#.x","sal.treat.x","TA.treat.x","SA.mm2","SA.mm2.SE","SA.mm2.RE","SA.mm2.1","date.numb","notes.x","SA.start","grow.ratio","grow.perc","dps","mm2.diff.start","pixel ratio_original","pixels measured","pixel ratio_MEDIAN","pixel ratio_SE","Diff_time","Diff_growth","Net_growth.d","incr_growth.d","Net_growth.w","incr_growth.w","Net_growth","Plate.y","Bucket#.y","sal.treat.y","TA.treat.y","tare boat (mg)","shell+gut+boat (mg)","boat+gut (mg)","notes.y","post muff","post muff.2","gut.wt","shell.wt","orgC.shell.wt","%oc.ic.shell","code","CI","bucket","med.ta","med.pH","med.S","med.T"
11,2022-07-25,1,6,"amb",2000,317.165,46269.2792534605,311.753,317.165,2459786,NA,311.753,1,100,0,5.41199999999998,14.8003,4694.1371495,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",77.9739,1252.5301,91.0841,NA,1220.4804,1219.5886,13.1102,1239.4199,18.9395,1.52809390909409,0,0.0105776904179125,6,1928.58629557829,NA,34.01,16.3
11,2022-08-30,1,6,"amb",2000,312.634673075525,660215.906776076,316.859,312.47,2459822,NA,311.753,1.01637835080978,101.637835080978,36,0.716999999999985,11.0114,3440.732158,11.0056,0.00521152568831848,18,NA,0.141833333333333,NA,0.992833333333332,NA,5.10599999999999,"1","6","amb","2000",77.9739,1252.5301,91.0841,NA,1220.4804,1219.5886,13.1102,1239.4199,18.9395,1.52809390909409,0,0.0105776904179125,6,1928.58629557829,NA,34.01,16.3
12,2022-08-30,1,6,"amb",2000,121.631066348041,256858.153227661,121.5825,121.567,2459822,NA,121.723,0.998845739917682,99.8845739917682,36,-0.15600000000002,11.0114,1338.6228638,11.0056,0.00521152568831848,18,NA,-0.00390277777777825,NA,-0.0273194444444478,NA,-0.140500000000017,"1","6","amb","2000",78.3415,338.1545,82.5111,NA,329.7496,329.5788,4.1696,333.9849,4.2353,1.26811122299242,0,0.0124843967496734,6,1928.58629557829,NA,34.01,16.3
12,2022-07-25,1,6,"amb",2000,124.415,18150.1501689004,121.723,124.415,2459786,NA,121.723,1,100,0,2.69199999999999,14.8003,1841.3793245,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",78.3415,338.1545,82.5111,NA,329.7496,329.5788,4.1696,333.9849,4.2353,1.26811122299242,0,0.0124843967496734,6,1928.58629557829,NA,34.01,16.3
14,2022-08-30,1,6,"amb",2000,96.0666008577451,202871.605290145,97.0805,96.016,2459822,NA,96.508,1.00593215070253,100.593215070253,36,-0.492000000000004,11.0114,1057.2705824,11.0056,0.00521152568831848,18,NA,0.0159027777777775,NA,0.111319444444443,NA,0.572499999999991,"1","6","amb","2000",63.5525,275.1773,65.9353,NA,269.3937,269.302,2.3828,272.7945,3.40079999999998,1.24665270010942,0,0.00873478021001155,6,1928.58629557829,NA,34.01,16.3
14,2022-07-25,1,6,"amb",2000,97.033,14155.5561736037,96.508,97.033,2459786,NA,96.508,1,100,0,0.524999999999991,14.8003,1436.1175099,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",63.5525,275.1773,65.9353,NA,269.3937,269.302,2.3828,272.7945,3.40079999999998,1.24665270010942,0,0.00873478021001155,6,1928.58629557829,NA,34.01,16.3
15,2022-08-30,1,6,"amb",2000,134.297738224177,283607.387969509,139.6005,134.227,2459822,NA,121.878,1.14541180524787,114.541180524787,36,12.349,11.0114,1478.0271878,11.0056,0.00521152568831848,18,NA,0.492291666666667,NA,3.44604166666667,NA,17.7225,"1","6","amb","2000",42.4218,403.7519,50.9795,NA,390.6267,346.8515,8.5577,395.1942,4.56749999999995,1.15576088920332,0,0.021654416992962,6,1928.58629557829,NA,34.01,16.3
15,2022-07-25,1,6,"amb",2000,125.127,18254.0195328859,121.878,125.127,2459786,NA,121.878,1,100,0,3.249,14.8003,1851.9171381,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",42.4218,403.7519,50.9795,NA,390.6267,346.8515,8.5577,395.1942,4.56749999999995,1.15576088920332,0,0.021654416992962,6,1928.58629557829,NA,34.01,16.3
16,2022-08-30,1,6,"amb",2000,115.6649238206,244258.967859127,120.9515,115.604,2459822,NA,108.035,1.11955847641968,111.955847641968,36,7.569,11.0114,1272.9618856,11.0056,0.00521152568831848,18,NA,0.358791666666667,NA,2.51154166666667,NA,12.9165,"1","6","amb","2000",90.8511,354.1954,97.992,NA,347.4987,390.4309,7.1409,347.0545,-0.444199999999981,-0.127991424977916,0,0.0205757309010545,6,1928.58629557829,NA,34.01,16.3
16,2022-07-25,1,6,"amb",2000,107.158,15632.6310476954,108.035,107.158,2459786,NA,108.035,1,100,0,-0.876999999999995,14.8003,1585.9705474,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",90.8511,354.1954,97.992,NA,347.4987,390.4309,7.1409,347.0545,-0.444199999999981,-0.127991424977916,0,0.0205757309010545,6,1928.58629557829,NA,34.01,16.3
17,2022-07-25,1,6,"amb",2000,99.101,14457.2441577639,98.0615,99.101,2459786,NA,98.0615,1,100,0,1.0395,14.8003,1466.7245303,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",62.0963,302.8748,67.028,"drop pre postmuff 2",296.1412,295.2894,4.93170000000001,297.9431,1.80189999999996,0.604779905961897,0,0.0165524893847181,6,1928.58629557829,NA,34.01,16.3
17,2022-08-30,1,6,"amb",2000,101.290352347896,213903.023503983,105.0715,101.237,2459822,NA,98.0615,1.07148575128873,107.148575128873,36,3.1755,11.0114,1114.7611018,11.0056,0.00521152568831848,18,NA,0.194722222222222,NA,1.36305555555556,NA,7.01000000000001,"1","6","amb","2000",62.0963,302.8748,67.028,"drop pre postmuff 2",296.1412,295.2894,4.93170000000001,297.9431,1.80189999999996,0.604779905961897,0,0.0165524893847181,6,1928.58629557829,NA,34.01,16.3
18,2022-08-30,1,6,"amb",2000,117.117689031039,247326.889568856,120.665,117.056,2459822,NA,112.636,1.07128271600554,107.128271600554,36,4.42,11.0114,1288.9504384,11.0056,0.00521152568831848,18,NA,0.223027777777778,NA,1.56119444444444,NA,8.029,"1","6","amb","2000",74.5346,375.1518,79.542,"shell + gut stuck together dried",366.2449,365.5758,5.0074,370.1444,3.8995,1.05350776615829,0,0.0135282338460342,6,1928.58629557829,NA,34.01,16.3
18,2022-07-25,1,6,"amb",2000,113.066,16494.5133544741,112.636,113.066,2459786,NA,112.636,1,100,0,0.430000000000007,14.8003,1673.4107198,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",74.5346,375.1518,79.542,"shell + gut stuck together dried",366.2449,365.5758,5.0074,370.1444,3.8995,1.05350776615829,0,0.0135282338460342,6,1928.58629557829,NA,34.01,16.3
19,2022-08-30,1,6,"amb",2000,142.945293123501,301869.128559855,147.3195,142.87,2459822,NA,140.3885,1.04937014071665,104.937014071665,36,2.48150000000001,11.0114,1573.198718,11.0056,0.00521152568831848,18,NA,0.192527777777778,NA,1.34769444444445,NA,6.93100000000001,"1","6","amb","2000",86.8138,403.5212,93.2769,NA,393.0134,392.4211,6.4631,397.0581,4.04470000000003,1.01866704142291,0,0.0162774666981986,6,1928.58629557829,NA,34.01,16.3
19,2022-07-25,1,6,"amb",2000,142.082,20727.4817047599,140.3885,142.082,2459786,NA,140.3885,1,100,0,1.6935,14.8003,2102.8562246,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",86.8138,403.5212,93.2769,NA,393.0134,392.4211,6.4631,397.0581,4.04470000000003,1.01866704142291,0,0.0162774666981986,6,1928.58629557829,NA,34.01,16.3
20,2022-08-30,1,6,"amb",2000,99.4583874027768,210034.315066991,106.327,99.406,2459822,NA,97.5635,1.08982355081562,108.982355081562,36,1.8425,11.0114,1094.5992284,11.0056,0.00521152568831848,18,NA,0.243430555555555,NA,1.70401388888889,NA,8.76349999999999,"1","6","amb","2000",47.5686,301.2538,50.8364,NA,292.3515,291.9643,3.26779999999999,297.986,5.63450000000003,1.89086064445982,0,0.0109662870067721,6,1928.58629557829,NA,34.01,16.3
20,2022-07-25,1,6,"amb",2000,99.356,14494.4445620003,97.5635,99.356,2459786,NA,97.5635,1,100,0,1.79249999999999,14.8003,1470.4986068,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",47.5686,301.2538,50.8364,NA,292.3515,291.9643,3.26779999999999,297.986,5.63450000000003,1.89086064445982,0,0.0109662870067721,6,1928.58629557829,NA,34.01,16.3
21,2022-07-25,1,6,"amb",2000,130.176,18990.5875367663,130.109,130.176,2459786,NA,130.109,1,100,0,0.0670000000000073,14.8003,1926.6438528,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",52.0592,369.1411,58.8995,NA,358.236,357.3855,6.84030000000001,362.3008,4.0648,1.12194066366953,0,0.0188801680813291,6,1928.58629557829,NA,34.01,16.3
21,2022-08-30,1,6,"amb",2000,136.582941902304,288433.237270486,139.136,136.511,2459822,NA,130.109,1.06938028883475,106.938028883475,36,6.40200000000002,11.0114,1503.1772254,11.0056,0.00521152568831848,18,NA,0.25075,NA,1.75525,NA,9.02700000000002,"1","6","amb","2000",52.0592,369.1411,58.8995,NA,358.236,357.3855,6.84030000000001,362.3008,4.0648,1.12194066366953,0,0.0188801680813291,6,1928.58629557829,NA,34.01,16.3
22,2022-08-30,1,6,"amb",2000,388.130438722105,819646.416782462,400.715,387.926,2459822,NA,378.259,1.05936673020338,105.936673020338,36,9.66699999999997,11.0114,4271.6083564,11.0056,0.00521152568831848,18,NA,0.623777777777778,NA,4.36644444444445,NA,22.456,"1","6","amb","2000",82.1137,1253.1683,103.8299,NA,1215.7694,1214.4054,21.7162,1231.4521,15.6827000000001,1.27351279030667,0,0.0176346282571608,6,1928.58629557829,NA,34.01,16.3
22,2022-07-25,1,6,"amb",2000,383.812,55992.0060814692,378.259,383.812,2459786,NA,378.259,1,100,0,5.553,14.8003,5680.5327436,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",82.1137,1253.1683,103.8299,NA,1215.7694,1214.4054,21.7162,1231.4521,15.6827000000001,1.27351279030667,0,0.0176346282571608,6,1928.58629557829,NA,34.01,16.3
23,2022-07-25,1,6,"amb",2000,93.289,13609.3667090507,93.511,93.289,2459786,NA,93.511,1,100,0,-0.221999999999994,14.8003,1380.7051867,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",45.6683,266.4229,49.2105,NA,259.7907,259.3077,3.5422,262.8807,3.09000000000001,1.17543813600618,0,0.0134745532859582,6,1928.58629557829,NA,34.01,16.3
23,2022-08-30,1,6,"amb",2000,103.419473813331,218399.261381602,106.687,103.365,2459822,NA,93.511,1.14090320924811,114.090320924811,36,9.854,11.0114,1138.193361,11.0056,0.00521152568831848,18,NA,0.366,NA,2.562,NA,13.176,"1","6","amb","2000",45.6683,266.4229,49.2105,NA,259.7907,259.3077,3.5422,262.8807,3.09000000000001,1.17543813600618,0,0.0134745532859582,6,1928.58629557829,NA,34.01,16.3
24,2022-08-30,1,6,"amb",2000,138.33286363306,292128.688420841,142.66,138.26,2459822,NA,132.7245,1.07485807066517,107.485807066517,36,5.53549999999998,11.0114,1522.436164,11.0056,0.00521152568831848,18,NA,0.275986111111111,NA,1.93190277777778,NA,9.93549999999999,"1","6","amb","2000",63.3623,272.1383,67.7003,NA,265.0346,263.7692,4.338,267.8003,2.7657,1.03274716271789,0,0.0161986375668735,6,1928.58629557829,NA,34.01,16.3
24,2022-07-25,1,6,"amb",2000,134.216,19579.9586470211,132.7245,134.216,2459786,NA,132.7245,1,100,0,1.4915,14.8003,1986.4370648,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",63.3623,272.1383,67.7003,NA,265.0346,263.7692,4.338,267.8003,2.7657,1.03274716271789,0,0.0161986375668735,6,1928.58629557829,NA,34.01,16.3
25,2022-08-30,1,6,"amb",2000,203.769330777059,430316.164770471,210.891,203.662,2459822,NA,200.9795,1.04931597501238,104.931597501238,36,2.6825,11.0114,2242.6037468,11.0056,0.00521152568831848,18,NA,0.275319444444445,NA,1.92723611111111,NA,9.91150000000002,"1","6","amb","2000",52.8472,544.7464,64.4028,NA,526.5416,525.1444,11.5556,533.1908,6.64919999999998,1.24705827632434,0,0.021672541986846,6,1928.58629557829,NA,34.01,16.3
25,2022-07-25,1,6,"amb",2000,203.643,29708.2428231755,200.9795,203.643,2459786,NA,200.9795,1,100,0,2.6635,14.8003,3013.9774929,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",52.8472,544.7464,64.4028,NA,526.5416,525.1444,11.5556,533.1908,6.64919999999998,1.24705827632434,0,0.021672541986846,6,1928.58629557829,NA,34.01,16.3
26,2022-08-30,1,6,"amb",2000,90.4726543759541,191058.416392699,97.734,90.425,2459822,NA,95.149,1.02716791558503,102.716791558503,36,-4.724,11.0114,995.705845,11.0056,0.00521152568831848,18,NA,0.0718055555555558,NA,0.50263888888889,NA,2.58500000000001,"1","6","amb","2000",56.1828,239.076,59.0149,NA,232.3137,231.5038,2.8321,236.2439,3.93019999999999,1.66361967441275,0,0.0119880344000416,6,1928.58629557829,NA,34.01,16.3
26,2022-07-25,1,6,"amb",2000,94.791,13828.4843841999,95.149,94.791,2459786,NA,95.149,1,100,0,-0.358000000000004,14.8003,1402.9352373,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",56.1828,239.076,59.0149,NA,232.3137,231.5038,2.8321,236.2439,3.93019999999999,1.66361967441275,0,0.0119880344000416,6,1928.58629557829,NA,34.01,16.3
27,2022-07-25,1,6,"amb",2000,201.945,29460.5318961426,200.793,201.945,2459786,NA,200.793,1,100,0,1.15199999999999,14.8003,2988.8465835,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",52.1094,601.5083,63.96,NA,580.1062,578.8206,11.8506,589.6577,9.55150000000002,1.6198380857233,0,0.0200974226233288,6,1928.58629557829,NA,34.01,16.3
27,2022-08-30,1,6,"amb",2000,199.412035672748,421114.512535025,207.9355,199.307,2459822,NA,200.793,1.03557145916441,103.557145916441,36,-1.48600000000002,11.0114,2194.6490998,11.0056,0.00521152568831848,18,NA,0.198402777777777,NA,1.38881944444444,NA,7.14249999999998,"1","6","amb","2000",52.1094,601.5083,63.96,NA,580.1062,578.8206,11.8506,589.6577,9.55150000000002,1.6198380857233,0,0.0200974226233288,6,1928.58629557829,NA,34.01,16.3
28,2022-08-30,1,6,"amb",2000,153.762991095442,324713.735671139,157.281,153.682,2459822,NA,146.6855,1.0722327701102,107.22327701102,36,6.9965,11.0114,1692.2539748,11.0056,0.00521152568831848,18,NA,0.294319444444445,NA,2.06023611111111,NA,10.5955,"1","6","amb","2000",47.658,401.5979,52.6598,NA,390.3391,389.767,5.0018,396.5961,6.25700000000001,1.57767562515113,0,0.012611823464729,6,1928.58629557829,NA,34.01,16.3
28,2022-07-25,1,6,"amb",2000,146.003,21299.4926263711,146.6855,146.003,2459786,NA,146.6855,1,100,0,-0.682500000000005,14.8003,2160.8882009,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",47.658,401.5979,52.6598,NA,390.3391,389.767,5.0018,396.5961,6.25700000000001,1.57767562515113,0,0.012611823464729,6,1928.58629557829,NA,34.01,16.3
30,2022-08-30,1,6,"amb",2000,231.685034727775,489268.012995771,241.3925,231.563,2459822,NA,225.169,1.07205032664354,107.205032664354,36,6.39399999999998,11.0114,2549.8328182,11.0056,0.00521152568831848,18,NA,0.450652777777777,NA,3.15456944444444,NA,16.2235,"1","6","amb","2000",52.69,570.0018,62.2474,NA,553.3653,552.7246,9.5574,560.4444,7.07909999999995,1.26312262197641,0,0.0170532527401469,6,1928.58629557829,NA,34.01,16.3
30,2022-07-25,1,6,"amb",2000,228.61,33350.5271077628,225.169,228.61,2459786,NA,225.169,1,100,0,3.441,14.8003,3383.496583,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",52.69,570.0018,62.2474,NA,553.3653,552.7246,9.5574,560.4444,7.07909999999995,1.26312262197641,0,0.0170532527401469,6,1928.58629557829,NA,34.01,16.3
31,2022-07-25,1,6,"amb",2000,157.234,22937.915136092,155.171,157.234,2459786,NA,155.171,1,100,0,2.06300000000002,14.8003,2327.1103702,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",54.0014,547.0343,62.979,NA,529.8311,528.4187,8.9776,538.0567,8.22560000000004,1.52876081647158,0,0.0166852303855709,6,1928.58629557829,NA,34.01,16.3
31,2022-08-30,1,6,"amb",2000,162.617655084684,343412.845265559,168.813,162.532,2459822,NA,155.171,1.08791591212275,108.791591212275,36,7.36100000000002,11.0114,1789.7048648,11.0056,0.00521152568831848,18,NA,0.378944444444444,NA,2.65261111111111,NA,13.642,"1","6","amb","2000",54.0014,547.0343,62.979,NA,529.8311,528.4187,8.9776,538.0567,8.22560000000004,1.52876081647158,0,0.0166852303855709,6,1928.58629557829,NA,34.01,16.3
32,2022-08-30,1,6,"amb",2000,122.868718252526,259471.802783401,126.731,122.804,2459822,NA,116.531,1.08753035672911,108.753035672911,36,6.273,11.0114,1352.2439656,11.0056,0.00521152568831848,18,NA,0.283333333333333,NA,1.98333333333333,NA,10.2,"1","6","amb","2000",73.3553,281.4729,77.3978,NA,273.6385,273.1518,4.0425,277.4304,3.79189999999996,1.36679325697543,0,0.014571222187619,6,1928.58629557829,NA,34.01,16.3
32,2022-07-25,1,6,"amb",2000,115.316,16822.7522153833,116.531,115.316,2459786,NA,116.531,1,100,0,-1.215,14.8003,1706.7113948,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",73.3553,281.4729,77.3978,NA,273.6385,273.1518,4.0425,277.4304,3.79189999999996,1.36679325697543,0,0.014571222187619,6,1928.58629557829,NA,34.01,16.3
33,2022-07-25,1,6,"amb",2000,68.012,9921.85840362699,66.5285,68.012,2459786,NA,66.5285,1,100,0,1.48349999999999,14.8003,1006.5980036,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",59.9507,172.1438,61.5045,NA,168.821,168.3558,1.5538,170.59,1.769,1.03698927252477,0,0.00910838853391173,6,1928.58629557829,NA,34.01,16.3
33,2022-08-30,1,6,"amb",2000,64.6530544995275,136533.080551615,70.724,64.619,2459822,NA,66.5285,1.06306319847885,106.306319847885,36,-1.90950000000001,11.0114,711.5456566,11.0056,0.00521152568831848,18,NA,0.116541666666666,NA,0.815791666666663,NA,4.19549999999998,"1","6","amb","2000",59.9507,172.1438,61.5045,NA,168.821,168.3558,1.5538,170.59,1.769,1.03698927252477,0,0.00910838853391173,6,1928.58629557829,NA,34.01,16.3
34,2022-08-30,1,6,"amb",2000,111.81989854256,236139.117218296,118.3205,111.761,2459822,NA,115.8785,1.02107379712371,102.107379712371,36,-4.11750000000001,11.0114,1230.6450754,11.0056,0.00521152568831848,18,NA,0.0678333333333331,NA,0.474833333333332,NA,2.44199999999999,"1","6","amb","2000",61.9065,300.4679,67.6113,NA,290.4999,289.7819,5.7048,294.7631,4.26319999999996,1.44631400606113,0,0.0193538472081478,6,1928.58629557829,NA,34.01,16.3
34,2022-07-25,1,6,"amb",2000,116.608,17011.2342635143,115.8785,116.608,2459786,NA,115.8785,1,100,0,0.729500000000002,14.8003,1725.8333824,14.8003,0.101452566913476,NA,NA,NA,NA,NA,NA,0,"1","6","amb","2000",61.9065,300.4679,67.6113,NA,290.4999,289.7819,5.7048,294.7631,4.26319999999996,1.44631400606113,0,0.0193538472081478,6,1928.58629557829,NA,34.01,16.3
